[1;34m[../csrc/utils/log.c:15 init_log] Log is written to /home/mubai/ysyx-workbench/npc/mynpc/build/npc-log.txt[0m
[1;34m[../csrc/memory/paddr.c:120 init_mem] physical memory area [0x80000000, 0x87ffffff][0m
[1;34m[../csrc/monitor.c:211 load_img] The image is /home/mubai/ysyx-workbench/am-kernels/tests/cpu-tests/build/hello-riscv32e-npc.bin, size = 9784[0m
[1;34m[../csrc/difftest/dut.c:70 init_difftest] Differential testing: [1;32mON[0m[0m
[1;34m[../csrc/difftest/dut.c:71 init_difftest] The result of every instruction will be compared with /home/mubai/ysyx-workbench/nemu/build/riscv32-nemu-interpreter-so. This will help you a lot for debugging, but also significantly reduce the performance. If it is not necessary, you can turn it off in menuconfig.[0m
[1;34m[../csrc/monitor.c:19 welcome] Trace: [1;32mON[0m[0m
[1;34m[../csrc/monitor.c:20 welcome] Itrace: [1;32mON[0m[0m
[1;34m[../csrc/monitor.c:21 welcome] Ftrace: [1;31mOFF[0m[0m
[1;34m[../csrc/monitor.c:22 welcome] Mtrace: [1;31mOFF[0m[0m
[1;34m[../csrc/monitor.c:23 welcome] Wtrace: [1;31mOFF[0m[0m
[1;34m[../csrc/monitor.c:24 welcome] If trace is enabled, a log file will be generated to record the trace. This may lead to a large log file. If it is not necessary, you can disable it in menuconfig[0m
[1;34m[../csrc/monitor.c:27 welcome] Build time: 15:44:46, Aug  7 2025[0m
0x80000000: 00 00 04 13 mv	s0, zero
0x80001cb0: fe 41 01 13 addi	sp, sp, -0x1c
0x80001cb4: 01 01 03 13 addi	t1, sp, 0x10
0x80001cb8: 00 d1 28 23 sw	a3, 0x10(sp)
0x80001cbc: 00 03 06 93 mv	a3, t1
0x80001cc0: 00 11 26 23 sw	ra, 0xc(sp)
0x80001cc4: 00 e1 2a 23 sw	a4, 0x14(sp)
0x80001cc8: 00 f1 2c 23 sw	a5, 0x18(sp)
0x80001ccc: 00 61 20 23 sw	t1, 0(sp)
0x80001cd0: be 4f e0 ef jal	-0x1c1c
0x800000b4: f1 41 01 13 addi	sp, sp, -0xec
0x800000b8: 0e 11 24 23 sw	ra, 0xe8(sp)
0x800000bc: 00 a1 26 23 sw	a0, 0xc(sp)
0x800000c0: 00 c1 22 23 sw	a2, 4(sp)
0x800000c4: 00 d1 28 23 sw	a3, 0x10(sp)
0x800000c8: 30 05 8e e3 beqz	a1, 0xb1c
0x800000cc: 00 10 07 93 addi	a5, zero, 1
0x800000d0: 30 f5 86 e3 beq	a1, a5, 0xb0c
0x800000d4: 0e 91 20 23 sw	s1, 0xe0(sp)
0x800000d8: 00 06 47 83 lbu	a5, 0(a2)
0x800000dc: ff f5 83 13 addi	t1, a1, -1
0x800000e0: 02 61 28 23 sw	t1, 0x30(sp)
0x800000e4: 00 01 20 23 sw	zero, 0(sp)
0x800000e8: 00 00 04 93 mv	s1, zero
0x800000ec: 00 00 03 93 mv	t2, zero
0x800000f0: 06 07 8a 63 beqz	a5, 0x74
0x800000f4: 0e 81 22 23 sw	s0, 0xe4(sp)
0x800000f8: 00 03 84 13 mv	s0, t2
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x80000180: 00 41 27 83 lw	a5, 4(sp)
0x80000184: 00 24 87 13 addi	a4, s1, 2
0x80000188: 02 01 24 23 sw	zero, 0x28(sp)
0x8000018c: 00 d7 86 b3 add	a3, a5, a3
0x80000190: 02 01 26 23 sw	zero, 0x2c(sp)
0x80000194: 02 01 20 23 sw	zero, 0x20(sp)
0x80000198: 02 01 22 23 sw	zero, 0x24(sp)
0x8000019c: 00 01 2c 23 sw	zero, 0x18(sp)
0x800001a0: 00 06 c6 03 lbu	a2, 0(a3)
0x800001a4: 01 00 05 93 addi	a1, zero, 0x10
0x800001a8: 00 06 85 13 mv	a0, a3
0x800001ac: fe 06 07 93 addi	a5, a2, -0x20
0x800001b0: 0f f7 f7 93 andi	a5, a5, 0xff
0x800001b4: 02 f5 e0 63 bltu	a1, a5, 0x20
0x800001d4: 00 c1 24 23 sw	a2, 8(sp)
0x800001d8: 02 a0 06 93 addi	a3, zero, 0x2a
0x800001dc: 0a d6 1e 63 bne	a2, a3, 0xbc
0x80000298: fd 06 06 93 addi	a3, a2, -0x30
0x8000029c: 00 41 26 03 lw	a2, 4(sp)
0x800002a0: 0f f6 f3 93 andi	t2, a3, 0xff
0x800002a4: 00 90 07 93 addi	a5, zero, 9
0x800002a8: ff f7 05 93 addi	a1, a4, -1
0x800002ac: 00 00 04 93 mv	s1, zero
0x800002b0: 00 e6 07 33 add	a4, a2, a4
0x800002b4: 00 90 06 13 addi	a2, zero, 9
0x800002b8: f4 77 ee e3 bltu	a5, t2, -0xa4
0x80000214: ff f0 07 93 addi	a5, zero, -1
0x80000218: 00 f1 2a 23 sw	a5, 0x14(sp)
0x8000021c: 00 81 27 83 lw	a5, 8(sp)
0x80000220: 02 e0 07 13 addi	a4, zero, 0x2e
0x80000224: 0e e7 82 63 beq	a5, a4, 0xe4
0x80000228: 00 41 27 03 lw	a4, 4(sp)
0x8000022c: 00 15 87 93 addi	a5, a1, 1
0x80000230: 00 f1 2e 23 sw	a5, 0x1c(sp)
0x80000234: 00 f7 07 33 add	a4, a4, a5
0x80000238: 00 81 27 83 lw	a5, 8(sp)
0x8000023c: 06 80 06 93 addi	a3, zero, 0x68
0x80000240: 12 d7 86 63 beq	a5, a3, 0x12c
0x80000244: 00 81 27 83 lw	a5, 8(sp)
0x80000248: 06 c0 06 93 addi	a3, zero, 0x6c
0x8000024c: 1a d7 86 63 beq	a5, a3, 0x1ac
0x80000250: 00 81 27 83 lw	a5, 8(sp)
0x80000254: 07 a0 06 93 addi	a3, zero, 0x7a
0x80000258: 10 d7 86 e3 beq	a5, a3, 0x90c
0x8000025c: 00 05 07 13 mv	a4, a0
0x80000260: 00 b1 2e 23 sw	a1, 0x1c(sp)
0x80000264: 00 00 05 13 mv	a0, zero
0x80000268: 00 81 27 83 lw	a5, 8(sp)
0x8000026c: 05 30 05 93 addi	a1, zero, 0x53
0x80000270: fd b7 86 93 addi	a3, a5, -0x25
0x80000274: 0f f6 f6 93 andi	a3, a3, 0xff
0x80000278: 12 d5 ea 63 bltu	a1, a3, 0x134
0x8000027c: 00 00 27 97 auipc	a5, 2
0x80000280: 26 07 87 93 addi	a5, a5, 0x260
0x80000284: 00 26 96 93 slli	a3, a3, 2
0x80000288: 00 f6 86 b3 add	a3, a3, a5
0x8000028c: 00 06 a6 83 lw	a3, 0(a3)
0x80000290: 00 f6 86 b3 add	a3, a3, a5
0x80000294: 00 06 80 67 jr	a3
0x80000aac: 01 01 27 03 lw	a4, 0x10(sp)
0x80000ab0: 00 07 27 83 lw	a5, 0(a4)
0x80000ab4: 00 47 05 13 addi	a0, a4, 4
0x80000ab8: 56 07 84 63 beqz	a5, 0x568
0x80000abc: 00 07 c7 03 lbu	a4, 0(a5)
0x80000ac0: 6a 07 00 e3 beqz	a4, 0xea0
0x80000ac4: 01 41 26 03 lw	a2, 0x14(sp)
0x80000ac8: 00 00 06 93 mv	a3, zero
0x80000acc: 12 d6 06 63 beq	a2, a3, 0x12c
0x80000ad0: 00 16 86 93 addi	a3, a3, 1
0x80000ad4: 00 d7 87 33 add	a4, a5, a3
0x80000ad8: 00 07 47 03 lbu	a4, 0(a4)
0x80000adc: fe 07 18 e3 bnez	a4, -0x10
0x80000acc: 12 d6 06 63 beq	a2, a3, 0x12c
0x80000ad0: 00 16 86 93 addi	a3, a3, 1
0x80000ad4: 00 d7 87 33 add	a4, a5, a3
0x80000ad8: 00 07 47 03 lbu	a4, 0(a4)
0x80000adc: fe 07 18 e3 bnez	a4, -0x10
0x80000acc: 12 d6 06 63 beq	a2, a3, 0x12c
0x80000ad0: 00 16 86 93 addi	a3, a3, 1
0x80000ad4: 00 d7 87 33 add	a4, a5, a3
0x80000ad8: 00 07 47 03 lbu	a4, 0(a4)
0x80000adc: fe 07 18 e3 bnez	a4, -0x10
0x80000acc: 12 d6 06 63 beq	a2, a3, 0x12c
0x80000ad0: 00 16 86 93 addi	a3, a3, 1
0x80000ad4: 00 d7 87 33 add	a4, a5, a3
0x80000ad8: 00 07 47 03 lbu	a4, 0(a4)
0x80000adc: fe 07 18 e3 bnez	a4, -0x10
0x80000acc: 12 d6 06 63 beq	a2, a3, 0x12c
0x80000ad0: 00 16 86 93 addi	a3, a3, 1
0x80000ad4: 00 d7 87 33 add	a4, a5, a3
0x80000ad8: 00 07 47 03 lbu	a4, 0(a4)
0x80000adc: fe 07 18 e3 bnez	a4, -0x10
0x80000ae0: 40 d4 87 33 sub	a4, s1, a3
0x80000ae4: 20 e0 50 63 blez	a4, 0x200
0x80000ce4: 00 01 25 83 lw	a1, 0(sp)
0x80000ce8: 01 81 26 03 lw	a2, 0x18(sp)
0x80000cec: 00 d5 85 b3 add	a1, a1, a3
0x80000cf0: 00 16 36 13 seqz	a2, a2
0x80000cf4: 00 b1 20 23 sw	a1, 0(sp)
0x80000cf8: 40 c7 07 33 sub	a4, a4, a2
0x80000cfc: f2 5f f0 6f j	-0xdc
0x80000c20: 00 c1 23 83 lw	t2, 0xc(sp)
0x80000c24: 00 00 06 13 mv	a2, zero
0x80000c28: 00 04 02 93 mv	t0, s0
0x80000c2c: 00 64 7e 63 bgeu	s0, t1, 0x1c
0x80000c30: 00 c7 85 b3 add	a1, a5, a2
0x80000c34: 00 05 c5 83 lbu	a1, 0(a1)
0x80000c38: 00 83 82 b3 add	t0, t2, s0
0x80000c3c: 00 14 04 13 addi	s0, s0, 1
0x80000c40: 00 b2 80 23 sb	a1, 0(t0)
0x80000c44: 00 04 02 93 mv	t0, s0
0x80000c48: 00 16 06 13 addi	a2, a2, 1
0x80000c4c: fc d6 4e e3 blt	a2, a3, -0x24
0x80000c28: 00 04 02 93 mv	t0, s0
0x80000c2c: 00 64 7e 63 bgeu	s0, t1, 0x1c
0x80000c30: 00 c7 85 b3 add	a1, a5, a2
0x80000c34: 00 05 c5 83 lbu	a1, 0(a1)
0x80000c38: 00 83 82 b3 add	t0, t2, s0
0x80000c3c: 00 14 04 13 addi	s0, s0, 1
0x80000c40: 00 b2 80 23 sb	a1, 0(t0)
0x80000c44: 00 04 02 93 mv	t0, s0
0x80000c48: 00 16 06 13 addi	a2, a2, 1
0x80000c4c: fc d6 4e e3 blt	a2, a3, -0x24
0x80000c28: 00 04 02 93 mv	t0, s0
0x80000c2c: 00 64 7e 63 bgeu	s0, t1, 0x1c
0x80000c30: 00 c7 85 b3 add	a1, a5, a2
0x80000c34: 00 05 c5 83 lbu	a1, 0(a1)
0x80000c38: 00 83 82 b3 add	t0, t2, s0
0x80000c3c: 00 14 04 13 addi	s0, s0, 1
0x80000c40: 00 b2 80 23 sb	a1, 0(t0)
0x80000c44: 00 04 02 93 mv	t0, s0
0x80000c48: 00 16 06 13 addi	a2, a2, 1
0x80000c4c: fc d6 4e e3 blt	a2, a3, -0x24
0x80000c28: 00 04 02 93 mv	t0, s0
0x80000c2c: 00 64 7e 63 bgeu	s0, t1, 0x1c
0x80000c30: 00 c7 85 b3 add	a1, a5, a2
0x80000c34: 00 05 c5 83 lbu	a1, 0(a1)
0x80000c38: 00 83 82 b3 add	t0, t2, s0
0x80000c3c: 00 14 04 13 addi	s0, s0, 1
0x80000c40: 00 b2 80 23 sb	a1, 0(t0)
0x80000c44: 00 04 02 93 mv	t0, s0
0x80000c48: 00 16 06 13 addi	a2, a2, 1
0x80000c4c: fc d6 4e e3 blt	a2, a3, -0x24
0x80000c28: 00 04 02 93 mv	t0, s0
0x80000c2c: 00 64 7e 63 bgeu	s0, t1, 0x1c
0x80000c30: 00 c7 85 b3 add	a1, a5, a2
0x80000c34: 00 05 c5 83 lbu	a1, 0(a1)
0x80000c38: 00 83 82 b3 add	t0, t2, s0
0x80000c3c: 00 14 04 13 addi	s0, s0, 1
0x80000c40: 00 b2 80 23 sb	a1, 0(t0)
0x80000c44: 00 04 02 93 mv	t0, s0
0x80000c48: 00 16 06 13 addi	a2, a2, 1
0x80000c4c: fc d6 4e e3 blt	a2, a3, -0x24
0x80000c50: 01 81 27 83 lw	a5, 0x18(sp)
0x80000c54: 00 a1 28 23 sw	a0, 0x10(sp)
0x80000c58: f8 07 8a 63 beqz	a5, -0x86c
0x800003ec: 01 c1 27 83 lw	a5, 0x1c(sp)
0x800003f0: 00 17 84 93 addi	s1, a5, 1
0x800003f4: d4 1f f0 6f j	-0x2c0
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
0x800000fc: 02 50 07 13 addi	a4, zero, 0x25
0x80000100: 00 04 02 93 mv	t0, s0
0x80000104: 00 14 86 93 addi	a3, s1, 1
0x80000108: 06 e7 8c 63 beq	a5, a4, 0x78
0x8000010c: 00 01 27 03 lw	a4, 0(sp)
0x80000110: 00 17 07 13 addi	a4, a4, 1
0x80000114: 00 e1 20 23 sw	a4, 0(sp)
0x80000118: 00 64 7c 63 bgeu	s0, t1, 0x18
0x8000011c: 00 c1 27 03 lw	a4, 0xc(sp)
0x80000120: 00 87 02 b3 add	t0, a4, s0
0x80000124: 00 14 04 13 addi	s0, s0, 1
0x80000128: 00 f2 80 23 sb	a5, 0(t0)
0x8000012c: 00 04 02 93 mv	t0, s0
0x80000130: 00 06 84 93 mv	s1, a3
0x80000134: 00 41 27 83 lw	a5, 4(sp)
0x80000138: 00 97 87 b3 add	a5, a5, s1
0x8000013c: 00 07 c7 83 lbu	a5, 0(a5)
0x80000140: fa 07 9e e3 bnez	a5, -0x44
